chromosome	start	end	region_name
chr16	53503208	53503210	chr16_53503208_53503210_predictions
chr16	53607	53609	chr16_53607_53609_predictions
chr16	53703858	53703860	chr16_53703858_53703860_predictions
chr16	53704155	53704157	chr16_53704155_53704157_predictions
chr16	53827	53829	chr16_53827_53829_predictions
chr16	54286786	54286788	chr16_54286786_54286788_predictions
chr16	54930864	54930866	chr16_54930864_54930866_predictions
chr16	55324202	55324204	chr16_55324202_55324204_predictions
chr16	55479197	55479199	chr16_55479197_55479199_predictions
chr16	55509071	55509073	chr16_55509071_55509073_predictions
chr16	55566683	55566685	chr16_55566683_55566685_predictions
chr16	55655987	55655989	chr16_55655987_55655989_predictions
chr16	55833095	55833097	chr16_55833095_55833097_predictions
chr16	55875372	55875374	chr16_55875372_55875374_predictions
chr16	560393	560395	chr16_560393_560395_predictions
chr16	56191488	56191490	chr16_56191488_56191490_predictions
chr16	56425544	56425546	chr16_56425544_56425546_predictions
chr16	56451331	56451333	chr16_56451331_56451333_predictions
chr16	56451553	56451555	chr16_56451553_56451555_predictions
chr16	56520023	56520025	chr16_56520023_56520025_predictions
chr16	56565072	56565074	chr16_56565072_56565074_predictions
chr16	56589527	56589529	chr16_56589527_56589529_predictions
chr16	56608583	56608585	chr16_56608583_56608585_predictions
chr16	56625780	56625782	chr16_56625780_56625782_predictions
chr16	56632658	56632660	chr16_56632658_56632660_predictions
chr16	56638665	56638667	chr16_56638665_56638667_predictions
chr16	56651885	56651887	chr16_56651885_56651887_predictions
chr16	56657958	56657960	chr16_56657958_56657960_predictions
chr16	56668064	56668066	chr16_56668064_56668066_predictions
chr16	56669813	56669815	chr16_56669813_56669815_predictions
chr16	56682469	56682471	chr16_56682469_56682471_predictions
chr16	567004	567006	chr16_567004_567006_predictions
chr16	56730128	56730130	chr16_56730128_56730130_predictions
chr16	56865206	56865208	chr16_56865206_56865208_predictions
chr16	56932141	56932143	chr16_56932141_56932143_predictions
chr16	56961949	56961951	chr16_56961949_56961951_predictions
chr16	56989556	56989558	chr16_56989556_56989558_predictions
chr16	569967	569969	chr16_569967_569969_predictions
chr16	57092582	57092584	chr16_57092582_57092584_predictions
chr16	57186038	57186040	chr16_57186038_57186040_predictions
chr16	57186328	57186330	chr16_57186328_57186330_predictions
chr16	57245258	57245260	chr16_57245258_57245260_predictions
chr16	57284671	57284673	chr16_57284671_57284673_predictions
chr16	57358782	57358784	chr16_57358782_57358784_predictions
chr16	57372489	57372491	chr16_57372489_57372491_predictions
chr16	57404766	57404768	chr16_57404766_57404768_predictions
chr16	57447384	57447386	chr16_57447384_57447386_predictions
chr16	57447478	57447480	chr16_57447478_57447480_predictions
chr16	57462678	57462680	chr16_57462678_57462680_predictions
chr16	57486492	57486494	chr16_57486492_57486494_predictions
chr16	57536570	57536572	chr16_57536570_57536572_predictions
chr16	57542642	57542644	chr16_57542642_57542644_predictions
chr16	57628629	57628631	chr16_57628629_57628631_predictions
chr16	57668305	57668307	chr16_57668305_57668307_predictions
chr16	57694805	57694807	chr16_57694805_57694807_predictions
chr16	57735769	57735771	chr16_57735769_57735771_predictions
chr16	57802490	57802492	chr16_57802490_57802492_predictions
chr16	57971127	57971129	chr16_57971127_57971129_predictions
chr16	57976543	57976545	chr16_57976543_57976545_predictions
chr16	58000671	58000673	chr16_58000671_58000673_predictions
chr16	58001406	58001408	chr16_58001406_58001408_predictions
chr16	58025753	58025755	chr16_58025753_58025755_predictions
chr16	58129380	58129382	chr16_58129380_58129382_predictions
chr16	58198105	58198107	chr16_58198105_58198107_predictions
chr16	58249935	58249937	chr16_58249935_58249937_predictions
chr16	58295024	58295026	chr16_58295024_58295026_predictions
chr16	58392470	58392472	chr16_58392470_58392472_predictions
chr16	58500142	58500144	chr16_58500142_58500144_predictions
chr16	58515516	58515518	chr16_58515516_58515518_predictions
chr16	58629825	58629827	chr16_58629825_58629827_predictions
chr16	58684769	58684771	chr16_58684769_58684771_predictions
chr16	58734315	58734317	chr16_58734315_58734317_predictions
chr16	590065	590067	chr16_590065_590067_predictions
chr16	6019023	6019025	chr16_6019023_6019025_predictions
chr16	62036437	62036439	chr16_62036437_62036439_predictions
chr16	630984	630986	chr16_630984_630986_predictions
chr16	636304	636306	chr16_636304_636306_predictions
chr16	641827	641829	chr16_641827_641829_predictions
chr16	649364	649366	chr16_649364_649366_predictions
chr16	65122062	65122064	chr16_65122062_65122064_predictions
chr16	66366690	66366692	chr16_66366690_66366692_predictions
chr16	66427294	66427296	chr16_66427294_66427296_predictions
chr16	66550121	66550123	chr16_66550121_66550123_predictions
chr16	66552575	66552577	chr16_66552575_66552577_predictions
chr16	66552678	66552680	chr16_66552678_66552680_predictions
chr16	66566438	66566440	chr16_66566438_66566440_predictions
chr16	66579462	66579464	chr16_66579462_66579464_predictions
chr16	66604703	66604705	chr16_66604703_66604705_predictions
chr16	66696742	66696744	chr16_66696742_66696744_predictions
chr16	66751608	66751610	chr16_66751608_66751610_predictions
chr16	66801583	66801585	chr16_66801583_66801585_predictions
chr16	668131	668133	chr16_668131_668133_predictions
chr16	66830975	66830977	chr16_66830975_66830977_predictions
chr16	66844413	66844415	chr16_66844413_66844415_predictions
chr16	66880514	66880516	chr16_66880514_66880516_predictions
chr16	66918884	66918886	chr16_66918884_66918886_predictions
chr16	66925534	66925536	chr16_66925534_66925536_predictions
chr16	66934401	66934403	chr16_66934401_66934403_predictions
chr16	66935515	66935517	chr16_66935515_66935517_predictions
chr16	66961265	66961267	chr16_66961265_66961267_predictions
chr16	66988588	66988590	chr16_66988588_66988590_predictions
chr16	67029148	67029150	chr16_67029148_67029150_predictions
chr16	67109940	67109942	chr16_67109940_67109942_predictions
chr16	67150997	67150999	chr16_67150997_67150999_predictions
chr16	67159908	67159910	chr16_67159908_67159910_predictions
chr16	67159956	67159958	chr16_67159956_67159958_predictions
chr16	67164744	67164746	chr16_67164744_67164746_predictions
chr16	67174001	67174003	chr16_67174001_67174003_predictions
chr16	67183962	67183964	chr16_67183962_67183964_predictions
chr16	67190135	67190137	chr16_67190135_67190137_predictions
chr16	67192154	67192156	chr16_67192154_67192156_predictions
chr16	67199130	67199132	chr16_67199130_67199132_predictions
chr16	67227129	67227131	chr16_67227129_67227131_predictions
chr16	67247480	67247482	chr16_67247480_67247482_predictions
chr16	67248978	67248980	chr16_67248978_67248980_predictions
chr16	67279531	67279533	chr16_67279531_67279533_predictions
chr16	67326740	67326742	chr16_67326740_67326742_predictions
chr16	67326814	67326816	chr16_67326814_67326816_predictions
chr16	67393497	67393499	chr16_67393497_67393499_predictions
chr16	67416476	67416478	chr16_67416476_67416478_predictions
chr16	67431120	67431122	chr16_67431120_67431122_predictions
chr16	67481156	67481158	chr16_67481156_67481158_predictions
chr16	67483546	67483548	chr16_67483546_67483548_predictions
chr16	67528828	67528830	chr16_67528828_67528830_predictions
chr16	67562525	67562527	chr16_67562525_67562527_predictions
chr16	675670	675672	chr16_675670_675672_predictions
chr16	67645143	67645145	chr16_67645143_67645145_predictions
chr16	67660259	67660261	chr16_67660259_67660261_predictions
chr16	67660959	67660961	chr16_67660959_67660961_predictions
chr16	67666749	67666751	chr16_67666749_67666751_predictions
chr16	67666813	67666815	chr16_67666813_67666815_predictions
chr16	67719315	67719317	chr16_67719315_67719317_predictions
chr16	67806559	67806561	chr16_67806559_67806561_predictions
chr16	67806888	67806890	chr16_67806888_67806890_predictions
chr16	67842319	67842321	chr16_67842319_67842321_predictions
chr16	67846932	67846934	chr16_67846932_67846934_predictions
chr16	67847692	67847694	chr16_67847692_67847694_predictions
chr16	67873051	67873053	chr16_67873051_67873053_predictions
chr16	67884884	67884886	chr16_67884884_67884886_predictions
chr16	67893253	67893255	chr16_67893253_67893255_predictions
chr16	67931861	67931863	chr16_67931861_67931863_predictions
chr16	67936849	67936851	chr16_67936849_67936851_predictions
chr16	67944119	67944121	chr16_67944119_67944121_predictions
chr16	67968636	67968638	chr16_67968636_67968638_predictions
chr16	67980498	67980500	chr16_67980498_67980500_predictions
chr16	67999483	67999485	chr16_67999483_67999485_predictions
chr16	68015910	68015912	chr16_68015910_68015912_predictions
chr16	68023231	68023233	chr16_68023231_68023233_predictions
chr16	68023283	68023285	chr16_68023283_68023285_predictions
chr16	680409	680411	chr16_680409_680411_predictions
chr16	68085369	68085371	chr16_68085369_68085371_predictions
chr16	68236126	68236128	chr16_68236126_68236128_predictions
chr16	68245372	68245374	chr16_68245372_68245374_predictions
chr16	68264525	68264527	chr16_68264525_68264527_predictions
chr16	68310945	68310947	chr16_68310945_68310947_predictions
chr16	68311018	68311020	chr16_68311018_68311020_predictions
chr16	684333	684335	chr16_684333_684335_predictions
chr16	68448507	68448509	chr16_68448507_68448509_predictions
chr16	68539290	68539292	chr16_68539290_68539292_predictions
chr16	68645309	68645311	chr16_68645309_68645311_predictions
chr16	68737291	68737293	chr16_68737291_68737293_predictions
chr16	68843530	68843532	chr16_68843530_68843532_predictions
chr16	690397	690399	chr16_690397_690399_predictions
chr16	69105652	69105654	chr16_69105652_69105654_predictions
chr16	69132587	69132589	chr16_69132587_69132589_predictions
chr16	69132648	69132650	chr16_69132648_69132650_predictions
chr16	69187163	69187165	chr16_69187163_69187165_predictions
chr16	69299681	69299683	chr16_69299681_69299683_predictions
chr16	69311349	69311351	chr16_69311349_69311351_predictions
chr16	69330587	69330589	chr16_69330587_69330589_predictions
chr16	69334870	69334872	chr16_69334870_69334872_predictions
chr16	69339563	69339565	chr16_69339563_69339565_predictions
chr16	69339771	69339773	chr16_69339771_69339773_predictions
chr16	69351785	69351787	chr16_69351785_69351787_predictions
chr16	69356305	69356307	chr16_69356305_69356307_predictions
chr16	69386006	69386008	chr16_69386006_69386008_predictions
chr16	69424618	69424620	chr16_69424618_69424620_predictions
chr16	69565965	69565967	chr16_69565965_69565967_predictions
chr16	69726559	69726561	chr16_69726559_69726561_predictions
chr16	69754925	69754927	chr16_69754925_69754927_predictions
chr16	69762331	69762333	chr16_69762331_69762333_predictions
chr16	69951333	69951335	chr16_69951333_69951335_predictions
chr16	70114331	70114333	chr16_70114331_70114333_predictions
chr16	70173786	70173788	chr16_70173786_70173788_predictions
chr16	70251939	70251941	chr16_70251939_70251941_predictions
chr16	70289505	70289507	chr16_70289505_70289507_predictions
chr16	70299185	70299187	chr16_70299185_70299187_predictions
chr16	70299223	70299225	chr16_70299223_70299225_predictions
chr16	70346902	70346904	chr16_70346902_70346904_predictions
chr16	70439099	70439101	chr16_70439099_70439101_predictions
chr16	70454594	70454596	chr16_70454594_70454596_predictions
chr16	70523553	70523555	chr16_70523553_70523555_predictions
chr16	70523815	70523817	chr16_70523815_70523817_predictions
chr16	705800	705802	chr16_705800_705802_predictions
chr16	70646558	70646560	chr16_70646558_70646560_predictions
chr16	70686052	70686054	chr16_70686052_70686054_predictions
chr16	70801157	70801159	chr16_70801157_70801159_predictions
chr16	71230721	71230723	chr16_71230721_71230723_predictions
chr16	71289401	71289403	chr16_71289401_71289403_predictions
chr16	71358722	71358724	chr16_71358722_71358724_predictions
chr16	71442053	71442055	chr16_71442053_71442055_predictions
chr16	71462246	71462248	chr16_71462246_71462248_predictions
chr16	71489323	71489325	chr16_71489323_71489325_predictions
chr16	715117	715119	chr16_715117_715119_predictions
chr16	71526425	71526427	chr16_71526425_71526427_predictions
chr16	71577091	71577093	chr16_71577091_71577093_predictions
chr16	71626183	71626185	chr16_71626183_71626185_predictions
chr16	71724700	71724702	chr16_71724700_71724702_predictions
chr16	71808833	71808835	chr16_71808833_71808835_predictions
chr16	71845975	71845977	chr16_71845975_71845977_predictions
chr16	71884181	71884183	chr16_71884181_71884183_predictions
chr16	71895530	71895532	chr16_71895530_71895532_predictions
chr16	72000401	72000403	chr16_72000401_72000403_predictions
chr16	72008743	72008745	chr16_72008743_72008745_predictions
chr16	72054504	72054506	chr16_72054504_72054506_predictions
chr16	72063225	72063227	chr16_72063225_72063227_predictions
chr16	72093619	72093621	chr16_72093619_72093621_predictions
chr16	72093846	72093848	chr16_72093846_72093848_predictions
chr16	721145	721147	chr16_721145_721147_predictions
chr16	72172154	72172156	chr16_72172154_72172156_predictions
chr16	72630	72632	chr16_72630_72632_predictions
chr16	726442	726444	chr16_726442_726444_predictions
chr16	727105	727107	chr16_727105_727107_predictions
chr16	73048127	73048129	chr16_73048127_73048129_predictions
chr16	740996	740998	chr16_740996_740998_predictions
chr16	74296813	74296815	chr16_74296813_74296815_predictions
chr16	74376305	74376307	chr16_74376305_74376307_predictions
chr16	74421477	74421479	chr16_74421477_74421479_predictions
chr16	74607113	74607115	chr16_74607113_74607115_predictions
chr16	74666876	74666878	chr16_74666876_74666878_predictions
chr16	74700861	74700863	chr16_74700861_74700863_predictions
chr16	74774819	74774821	chr16_74774819_74774821_predictions
chr16	74985122	74985124	chr16_74985122_74985124_predictions
chr16	74999023	74999025	chr16_74999023_74999025_predictions
chr16	75116779	75116781	chr16_75116779_75116781_predictions
chr16	75148523	75148525	chr16_75148523_75148525_predictions
chr16	75207160	75207162	chr16_75207160_75207162_predictions
chr16	75218987	75218989	chr16_75218987_75218989_predictions
chr16	75251623	75251625	chr16_75251623_75251625_predictions
chr16	75433502	75433504	chr16_75433502_75433504_predictions
chr16	75464688	75464690	chr16_75464688_75464690_predictions
chr16	75464705	75464707	chr16_75464705_75464707_predictions
chr16	75495440	75495442	chr16_75495440_75495442_predictions
chr16	75536107	75536109	chr16_75536107_75536109_predictions
chr16	75556251	75556253	chr16_75556251_75556253_predictions
chr16	75566378	75566380	chr16_75566378_75566380_predictions
chr16	75623280	75623282	chr16_75623280_75623282_predictions
chr16	75647664	75647666	chr16_75647664_75647666_predictions
chr16	75647772	75647774	chr16_75647772_75647774_predictions
chr16	75677008	75677010	chr16_75677008_75677010_predictions
chr16	75701460	75701462	chr16_75701460_75701462_predictions
chr16	75726489	75726491	chr16_75726489_75726491_predictions
chr16	760733	760735	chr16_760733_760735_predictions
chr16	76277400	76277402	chr16_76277400_76277402_predictions
chr16	77191189	77191191	chr16_77191189_77191191_predictions
chr16	77199407	77199409	chr16_77199407_77199409_predictions
chr16	77435033	77435035	chr16_77435033_77435035_predictions
chr16	77722513	77722515	chr16_77722513_77722515_predictions
chr16	77788563	77788565	chr16_77788563_77788565_predictions
chr16	78022547	78022549	chr16_78022547_78022549_predictions
chr16	78099653	78099655	chr16_78099653_78099655_predictions
chr16	78224	78226	chr16_78224_78226_predictions
chr16	783369	783371	chr16_783369_783371_predictions
chr16	788380	788382	chr16_788380_788382_predictions
chr16	788619	788621	chr16_788619_788621_predictions
chr16	79600736	79600738	chr16_79600736_79600738_predictions
chr16	800733	800735	chr16_800733_800735_predictions
chr16	80540992	80540994	chr16_80540992_80540994_predictions
chr16	80804597	80804599	chr16_80804597_80804599_predictions
chr16	81006884	81006886	chr16_81006884_81006886_predictions
chr16	81006885	81006887	chr16_81006885_81006887_predictions
chr16	81007213	81007215	chr16_81007213_81007215_predictions
chr16	81035841	81035843	chr16_81035841_81035843_predictions
chr16	81077237	81077239	chr16_81077237_81077239_predictions
chr16	81096283	81096285	chr16_81096283_81096285_predictions
chr16	81096295	81096297	chr16_81096295_81096297_predictions
chr16	81096394	81096396	chr16_81096394_81096396_predictions
chr16	81238688	81238690	chr16_81238688_81238690_predictions
chr16	81314961	81314963	chr16_81314961_81314963_predictions
chr16	81444807	81444809	chr16_81444807_81444809_predictions
chr16	81779290	81779292	chr16_81779290_81779292_predictions
chr16	82011469	82011471	chr16_82011469_82011471_predictions
chr16	82035252	82035254	chr16_82035252_82035254_predictions
chr16	82170223	82170225	chr16_82170223_82170225_predictions
chr16	82626968	82626970	chr16_82626968_82626970_predictions
chr16	83807977	83807979	chr16_83807977_83807979_predictions
chr16	83899114	83899116	chr16_83899114_83899116_predictions
chr16	83953239	83953241	chr16_83953239_83953241_predictions
chr16	83968243	83968245	chr16_83968243_83968245_predictions
chr16	84042794	84042796	chr16_84042794_84042796_predictions
chr16	84116941	84116943	chr16_84116941_84116943_predictions
chr16	84145176	84145178	chr16_84145176_84145178_predictions
chr16	84145307	84145309	chr16_84145307_84145309_predictions
chr16	84187056	84187058	chr16_84187056_84187058_predictions
chr16	84191156	84191158	chr16_84191156_84191158_predictions
chr16	84240011	84240013	chr16_84240011_84240013_predictions
chr16	84294877	84294879	chr16_84294877_84294879_predictions
chr16	84368537	84368539	chr16_84368537_84368539_predictions
chr16	84504658	84504660	chr16_84504658_84504660_predictions
chr16	84618077	84618079	chr16_84618077_84618079_predictions
chr16	84648510	84648512	chr16_84648510_84648512_predictions
chr16	84699999	84700001	chr16_84699999_84700001_predictions
chr16	84819984	84819986	chr16_84819984_84819986_predictions
chr16	85011534	85011536	chr16_85011534_85011536_predictions
chr16	85027794	85027796	chr16_85027794_85027796_predictions
chr16	85112471	85112473	chr16_85112471_85112473_predictions
chr16	85613321	85613323	chr16_85613321_85613323_predictions
chr16	85688953	85688955	chr16_85688953_85688955_predictions
chr16	85751095	85751097	chr16_85751095_85751097_predictions
chr16	85799543	85799545	chr16_85799543_85799545_predictions
chr16	85799694	85799696	chr16_85799694_85799696_predictions
chr16	85899161	85899163	chr16_85899161_85899163_predictions
chr16	8590510	8590512	chr16_8590510_8590512_predictions
chr16	8621697	8621699	chr16_8621697_8621699_predictions
chr16	86510526	86510528	chr16_86510526_86510528_predictions
chr16	86555234	86555236	chr16_86555234_86555236_predictions
chr16	86566828	86566830	chr16_86566828_86566830_predictions
chr16	86578548	86578550	chr16_86578548_86578550_predictions
chr16	8674616	8674618	chr16_8674616_8674618_predictions
chr16	87317391	87317393	chr16_87317391_87317393_predictions
chr16	87334272	87334274	chr16_87334272_87334274_predictions
chr16	87383775	87383777	chr16_87383775_87383777_predictions
chr16	87392335	87392337	chr16_87392335_87392337_predictions
chr16	87493023	87493025	chr16_87493023_87493025_predictions
chr16	87602507	87602509	chr16_87602507_87602509_predictions
chr16	87765985	87765987	chr16_87765985_87765987_predictions
chr16	87869506	87869508	chr16_87869506_87869508_predictions
chr16	87936528	87936530	chr16_87936528_87936530_predictions
chr16	87951433	87951435	chr16_87951433_87951435_predictions
chr16	8797638	8797640	chr16_8797638_8797640_predictions
chr16	8797838	8797840	chr16_8797838_8797840_predictions
chr16	88382958	88382960	chr16_88382958_88382960_predictions
chr16	88453279	88453281	chr16_88453279_88453281_predictions
chr16	88570402	88570404	chr16_88570402_88570404_predictions
chr16	88638571	88638573	chr16_88638571_88638573_predictions
chr16	88651052	88651054	chr16_88651052_88651054_predictions
chr16	88663090	88663092	chr16_88663090_88663092_predictions
chr16	88686506	88686508	chr16_88686506_88686508_predictions
chr16	8869005	8869007	chr16_8869005_8869007_predictions
chr16	88706407	88706409	chr16_88706407_88706409_predictions
chr16	88706502	88706504	chr16_88706502_88706504_predictions
chr16	88785219	88785221	chr16_88785219_88785221_predictions
chr16	88803788	88803790	chr16_88803788_88803790_predictions
chr16	88811927	88811929	chr16_88811927_88811929_predictions
chr16	8882350	8882352	chr16_8882350_8882352_predictions
chr16	88856946	88856948	chr16_88856946_88856948_predictions
chr16	88857126	88857128	chr16_88857126_88857128_predictions
chr16	88866659	88866661	chr16_88866659_88866661_predictions
chr16	88977206	88977208	chr16_88977206_88977208_predictions
chr16	89093851	89093853	chr16_89093851_89093853_predictions
chr16	89171747	89171749	chr16_89171747_89171749_predictions
chr16	89200536	89200538	chr16_89200536_89200538_predictions
chr16	89217702	89217704	chr16_89217702_89217704_predictions
chr16	89418291	89418293	chr16_89418291_89418293_predictions
chr16	89490560	89490562	chr16_89490560_89490562_predictions
chr16	89508402	89508404	chr16_89508402_89508404_predictions
chr16	89560681	89560683	chr16_89560681_89560683_predictions
chr16	89575757	89575759	chr16_89575757_89575759_predictions
chr16	89613641	89613643	chr16_89613641_89613643_predictions
chr16	8963905	8963907	chr16_8963905_8963907_predictions
chr16	89657707	89657709	chr16_89657707_89657709_predictions
chr16	89657835	89657837	chr16_89657835_89657837_predictions
chr16	89686688	89686690	chr16_89686688_89686690_predictions
chr16	89701704	89701706	chr16_89701704_89701706_predictions
chr16	89720897	89720899	chr16_89720897_89720899_predictions
chr16	89721536	89721538	chr16_89721536_89721538_predictions
chr16	89816646	89816648	chr16_89816646_89816648_predictions
chr16	89828474	89828476	chr16_89828474_89828476_predictions
chr16	89873591	89873593	chr16_89873591_89873593_predictions
chr16	89918861	89918863	chr16_89918861_89918863_predictions
chr16	89919164	89919166	chr16_89919164_89919166_predictions
chr16	89923341	89923343	chr16_89923341_89923343_predictions
chr16	89948754	89948756	chr16_89948754_89948756_predictions
chr16	90019455	90019457	chr16_90019455_90019457_predictions
chr16	90022679	90022681	chr16_90022679_90022681_predictions
chr16	90077330	90077332	chr16_90077330_90077332_predictions
chr16	9091643	9091645	chr16_9091643_9091645_predictions
chr16	970983	970985	chr16_970983_970985_predictions
chr16	981769	981771	chr16_981769_981771_predictions
chr17	10198605	10198607	chr17_10198605_10198607_predictions
chr17	10373005	10373007	chr17_10373005_10373007_predictions
chr17	10421949	10421951	chr17_10421949_10421951_predictions
chr17	10469558	10469560	chr17_10469558_10469560_predictions
chr17	10518541	10518543	chr17_10518541_10518543_predictions
chr17	10549657	10549659	chr17_10549657_10549659_predictions
chr17	10657308	10657310	chr17_10657308_10657310_predictions
chr17	10697532	10697534	chr17_10697532_10697534_predictions
chr17	10697593	10697595	chr17_10697593_10697595_predictions
chr17	10730022	10730024	chr17_10730022_10730024_predictions
chr17	10804098	10804100	chr17_10804098_10804100_predictions
chr17	10838086	10838088	chr17_10838086_10838088_predictions
chr17	11241212	11241214	chr17_11241212_11241214_predictions
chr17	11598469	11598471	chr17_11598469_11598471_predictions
chr17	1179980	1179982	chr17_1179980_1179982_predictions
chr17	11997474	11997476	chr17_11997474_11997476_predictions
chr17	12020876	12020878	chr17_12020876_12020878_predictions
chr17	12665889	12665891	chr17_12665889_12665891_predictions
chr17	1270443	1270445	chr17_1270443_1270445_predictions
chr17	12789497	12789499	chr17_12789497_12789499_predictions
chr17	1279661	1279663	chr17_1279661_1279663_predictions
chr17	13018026	13018028	chr17_13018026_13018028_predictions
chr17	13601928	13601930	chr17_13601928_13601930_predictions
chr17	137568	137570	chr17_137568_137570_predictions
chr17	1400221	1400223	chr17_1400221_1400223_predictions
chr17	14069503	14069505	chr17_14069503_14069505_predictions
chr17	14236861	14236863	chr17_14236861_14236863_predictions
chr17	14301080	14301082	chr17_14301080_14301082_predictions
chr17	1456231	1456233	chr17_1456231_1456233_predictions
chr17	1492685	1492687	chr17_1492685_1492687_predictions
chr17	1516611	1516613	chr17_1516611_1516613_predictions
chr17	15265325	15265327	chr17_15265325_15265327_predictions
chr17	15341596	15341598	chr17_15341596_15341598_predictions
chr17	15467620	15467622	chr17_15467620_15467622_predictions
chr17	15563482	15563484	chr17_15563482_15563484_predictions
chr17	15563560	15563562	chr17_15563560_15563562_predictions
chr17	15619703	15619705	chr17_15619703_15619705_predictions
chr17	1562791	1562793	chr17_1562791_1562793_predictions
chr17	15651652	15651654	chr17_15651652_15651654_predictions
chr17	15684310	15684312	chr17_15684310_15684312_predictions
chr17	15699751	15699753	chr17_15699751_15699753_predictions
chr17	15732282	15732284	chr17_15732282_15732284_predictions
chr17	15945129	15945131	chr17_15945129_15945131_predictions
chr17	15999703	15999705	chr17_15999703_15999705_predictions
chr17	15999823	15999825	chr17_15999823_15999825_predictions
chr17	16215533	16215535	chr17_16215533_16215535_predictions
chr17	16217209	16217211	chr17_16217209_16217211_predictions
chr17	1628833	1628835	chr17_1628833_1628835_predictions
chr17	16353468	16353470	chr17_16353468_16353470_predictions
chr17	16381090	16381092	chr17_16381090_16381092_predictions
chr17	16415570	16415572	chr17_16415570_16415572_predictions
chr17	1645731	1645733	chr17_1645731_1645733_predictions
chr17	16492192	16492194	chr17_16492192_16492194_predictions
chr17	1649865	1649867	chr17_1649865_1649867_predictions
chr17	16569203	16569205	chr17_16569203_16569205_predictions
chr17	16653849	16653851	chr17_16653849_16653851_predictions
chr17	16690240	16690242	chr17_16690240_16690242_predictions
chr17	1684866	1684868	chr17_1684866_1684868_predictions
chr17	16972117	16972119	chr17_16972117_16972119_predictions
chr17	17042456	17042458	chr17_17042456_17042458_predictions
chr17	1710376	1710378	chr17_1710376_1710378_predictions
chr17	17206332	17206334	chr17_17206332_17206334_predictions
chr17	17237167	17237169	chr17_17237167_17237169_predictions
chr17	1724703	1724705	chr17_1724703_1724705_predictions
chr17	17281245	17281247	chr17_17281245_17281247_predictions
chr17	17303372	17303374	chr17_17303372_17303374_predictions
chr17	1742870	1742872	chr17_1742870_1742872_predictions
chr17	17476999	17477001	chr17_17476999_17477001_predictions
chr17	17496394	17496396	chr17_17496394_17496396_predictions
chr17	17591707	17591709	chr17_17591707_17591709_predictions
chr17	1762059	1762061	chr17_1762059_1762061_predictions
chr17	17681457	17681459	chr17_17681457_17681459_predictions
chr17	17836985	17836987	chr17_17836985_17836987_predictions
chr17	17972399	17972401	chr17_17972399_17972401_predictions
chr17	17972861	17972863	chr17_17972861_17972863_predictions
chr17	18039167	18039169	chr17_18039167_18039169_predictions
chr17	18039407	18039409	chr17_18039407_18039409_predictions
chr17	18087947	18087949	chr17_18087947_18087949_predictions
chr17	18108755	18108757	chr17_18108755_18108757_predictions
chr17	181649	181651	chr17_181649_181651_predictions
chr17	18183827	18183829	chr17_18183827_18183829_predictions
chr17	18225634	18225636	chr17_18225634_18225636_predictions
chr17	18258737	18258739	chr17_18258737_18258739_predictions
chr17	18260661	18260663	chr17_18260661_18260663_predictions
chr17	1829901	1829903	chr17_1829901_1829903_predictions
chr17	1830004	1830006	chr17_1830004_1830006_predictions
chr17	18314993	18314995	chr17_18314993_18314995_predictions
chr17	18315292	18315294	chr17_18315292_18315294_predictions
chr17	18363549	18363551	chr17_18363549_18363551_predictions
chr17	18377777	18377779	chr17_18377777_18377779_predictions
chr17	18476788	18476790	chr17_18476788_18476790_predictions
chr17	18644390	18644392	chr17_18644390_18644392_predictions
chr17	18682313	18682315	chr17_18682313_18682315_predictions
chr17	18744053	18744055	chr17_18744053_18744055_predictions
chr17	18781182	18781184	chr17_18781182_18781184_predictions
chr17	18858130	18858132	chr17_18858130_18858132_predictions
chr17	18952164	18952166	chr17_18952164_18952166_predictions
chr17	19004763	19004765	chr17_19004763_19004765_predictions
chr17	19046956	19046958	chr17_19046956_19046958_predictions
chr17	19127588	19127590	chr17_19127588_19127590_predictions
chr17	19237365	19237367	chr17_19237365_19237367_predictions
chr17	19362722	19362724	chr17_19362722_19362724_predictions
chr17	19378497	19378499	chr17_19378497_19378499_predictions
chr17	19387189	19387191	chr17_19387189_19387191_predictions
chr17	19411231	19411233	chr17_19411231_19411233_predictions
chr17	19533853	19533855	chr17_19533853_19533855_predictions
chr17	19648750	19648752	chr17_19648750_19648752_predictions
chr17	19716583	19716585	chr17_19716583_19716585_predictions
chr17	19748297	19748299	chr17_19748297_19748299_predictions
chr17	19867935	19867937	chr17_19867935_19867937_predictions
chr17	19977827	19977829	chr17_19977827_19977829_predictions
chr17	20009358	20009360	chr17_20009358_20009360_predictions
chr17	2025333	2025335	chr17_2025333_2025335_predictions
chr17	2030152	2030154	chr17_2030152_2030154_predictions
chr17	2042021	2042023	chr17_2042021_2042023_predictions
chr17	20467538	20467540	chr17_20467538_20467540_predictions
chr17	2055102	2055104	chr17_2055102_2055104_predictions
chr17	20579723	20579725	chr17_20579723_20579725_predictions
chr17	21043010	21043012	chr17_21043010_21043012_predictions
chr17	21126963	21126965	chr17_21126963_21126965_predictions
chr17	21214160	21214162	chr17_21214160_21214162_predictions
chr17	21253409	21253411	chr17_21253409_21253411_predictions
chr17	21284710	21284712	chr17_21284710_21284712_predictions
chr17	21376356	21376358	chr17_21376356_21376358_predictions
chr17	21692522	21692524	chr17_21692522_21692524_predictions
